File path,tile,name,acquisition_date,acquisition_location
https://s3.embl.de/live-confocal-trec-super-plankton/TREC_STOP_12_Tallinn/LSM900_20230616/PK2_TAL_10to40_20230616_PM_01_20xcamera_0.ome.zarr/PK2_TAL_10to40_20230616_PM_01_20xcamera.zarr,0,PK2_TAL_10to40_20230616_PM_01_20xcamera,LSM900_20230616,TREC_STOP_12_Tallinn
https://s3.embl.de/live-confocal-trec-super-plankton/TREC_STOP_12_Tallinn/LSM900_20230616/PK2_TAL_10to40_20230616_PM_02_20xcamera_0.ome.zarr/PK2_TAL_10to40_20230616_PM_02_20xcamera.zarr,0,PK2_TAL_10to40_20230616_PM_02_20xcamera,LSM900_20230616,TREC_STOP_12_Tallinn
https://s3.embl.de/live-confocal-trec-super-plankton/TREC_STOP_12_Tallinn/LSM900_20230616/PK2_TAL_10to40_20230616_PM_03_20xcamera_0.ome.zarr/PK2_TAL_10to40_20230616_PM_03_20xcamera.zarr,0,PK2_TAL_10to40_20230616_PM_03_20xcamera,LSM900_20230616,TREC_STOP_12_Tallinn
https://s3.embl.de/live-confocal-trec-super-plankton/TREC_STOP_12_Tallinn/LSM900_20230616/PK2_TAL_20to200_20230616_PM_01_20xcamera_0.ome.zarr/PK2_TAL_20to200_20230616_PM_01_20xcamera.zarr,0,PK2_TAL_20to200_20230616_PM_01_20xcamera,LSM900_20230616,TREC_STOP_12_Tallinn
https://s3.embl.de/live-confocal-trec-super-plankton/TREC_STOP_12_Tallinn/LSM900_20230616/PK2_TAL_5to20_20230616_PM_01_20xcamera_0.ome.zarr/PK2_TAL_5to20_20230616_PM_01_20xcamera.zarr,0,PK2_TAL_5to20_20230616_PM_01_20xcamera,LSM900_20230616,TREC_STOP_12_Tallinn
https://s3.embl.de/live-confocal-trec-super-plankton/TREC_STOP_12_Tallinn/LSM900_20230617/PK2_TAL_10to40_20230617_AM_01_20xcamera_0.ome.zarr/PK2_TAL_10to40_20230617_AM_01_20xcamera.zarr,0,PK2_TAL_10to40_20230617_AM_01_20xcamera,LSM900_20230617,TREC_STOP_12_Tallinn
https://s3.embl.de/live-confocal-trec-super-plankton/TREC_STOP_12_Tallinn/LSM900_20230617/PK2_TAL_10to40_20230617_AM_02_20xcamera_0.ome.zarr/PK2_TAL_10to40_20230617_AM_02_20xcamera.zarr,0,PK2_TAL_10to40_20230617_AM_02_20xcamera,LSM900_20230617,TREC_STOP_12_Tallinn
https://s3.embl.de/live-confocal-trec-super-plankton/TREC_STOP_12_Tallinn/LSM900_20230617/PK2_TAL_10to40_20230617_PM_01_20xcamera_0.ome.zarr/PK2_TAL_10to40_20230617_PM_01_20xcamera.zarr,0,PK2_TAL_10to40_20230617_PM_01_20xcamera,LSM900_20230617,TREC_STOP_12_Tallinn
https://s3.embl.de/live-confocal-trec-super-plankton/TREC_STOP_12_Tallinn/LSM900_20230617/PK2_TAL_20to200_20230617_AM_01_20xcamera_0.ome.zarr/PK2_TAL_20to200_20230617_AM_01_20xcamera.zarr,0,PK2_TAL_20to200_20230617_AM_01_20xcamera,LSM900_20230617,TREC_STOP_12_Tallinn
https://s3.embl.de/live-confocal-trec-super-plankton/TREC_STOP_12_Tallinn/LSM900_20230617/PK2_TAL_20to200_20230617_PM_01_20xcamera_0.ome.zarr/PK2_TAL_20to200_20230617_PM_01_20xcamera.zarr,0,PK2_TAL_20to200_20230617_PM_01_20xcamera,LSM900_20230617,TREC_STOP_12_Tallinn
https://s3.embl.de/live-confocal-trec-super-plankton/TREC_STOP_12_Tallinn/LSM900_20230617/PK2_TAL_5to20_20230617_AM_01_20xcamera_0.ome.zarr/PK2_TAL_5to20_20230617_AM_01_20xcamera.zarr,0,PK2_TAL_5to20_20230617_AM_01_20xcamera,LSM900_20230617,TREC_STOP_12_Tallinn
https://s3.embl.de/live-confocal-trec-super-plankton/TREC_STOP_12_Tallinn/LSM900_20230617/PK2_TAL_5to20_20230617_PM_01_20xcamera_0.ome.zarr/PK2_TAL_5to20_20230617_PM_01_20xcamera.zarr,0,PK2_TAL_5to20_20230617_PM_01_20xcamera,LSM900_20230617,TREC_STOP_12_Tallinn
https://s3.embl.de/live-confocal-trec-super-plankton/TREC_STOP_12_Tallinn/LSM900_20230617/PK2_TAL_5to40_20230617_AM_01_20xcamera_0.ome.zarr/PK2_TAL_5to40_20230617_AM_01_20xcamera.zarr,0,PK2_TAL_5to40_20230617_AM_01_20xcamera,LSM900_20230617,TREC_STOP_12_Tallinn
https://s3.embl.de/live-confocal-trec-super-plankton/TREC_STOP_12_Tallinn/LSM900_20230617/PK2_TAL_5to40_20230617_PM_01_20xcamera_0.ome.zarr/PK2_TAL_5to40_20230617_PM_01_20xcamera.zarr,0,PK2_TAL_5to40_20230617_PM_01_20xcamera,LSM900_20230617,TREC_STOP_12_Tallinn
https://s3.embl.de/live-confocal-trec-super-plankton/TREC_STOP_12_Tallinn/LSM900_20230618/PK2_TAL_10to100_20230618_AM_01_20xcamera_0.ome.zarr/PK2_TAL_10to100_20230618_AM_01_20xcamera.zarr,0,PK2_TAL_10to100_20230618_AM_01_20xcamera,LSM900_20230618,TREC_STOP_12_Tallinn
https://s3.embl.de/live-confocal-trec-super-plankton/TREC_STOP_12_Tallinn/LSM900_20230618/PK2_TAL_10to20_20230618_PM_01_20xcamera_0.ome.zarr/PK2_TAL_10to20_20230618_PM_01_20xcamera.zarr,0,PK2_TAL_10to20_20230618_PM_01_20xcamera,LSM900_20230618,TREC_STOP_12_Tallinn
https://s3.embl.de/live-confocal-trec-super-plankton/TREC_STOP_12_Tallinn/LSM900_20230618/PK2_TAL_10to40_20230618_AM_01_20xcamera_0.ome.zarr/PK2_TAL_10to40_20230618_AM_01_20xcamera.zarr,0,PK2_TAL_10to40_20230618_AM_01_20xcamera,LSM900_20230618,TREC_STOP_12_Tallinn
https://s3.embl.de/live-confocal-trec-super-plankton/TREC_STOP_12_Tallinn/LSM900_20230618/PK2_TAL_10to40_20230618_PM_01_20xcamera_0.ome.zarr/PK2_TAL_10to40_20230618_PM_01_20xcamera.zarr,0,PK2_TAL_10to40_20230618_PM_01_20xcamera,LSM900_20230618,TREC_STOP_12_Tallinn
https://s3.embl.de/live-confocal-trec-super-plankton/TREC_STOP_12_Tallinn/LSM900_20230618/PK2_TAL_150to500_20230618_PM_01_20xcamera_0.ome.zarr/PK2_TAL_150to500_20230618_PM_01_20xcamera.zarr,0,PK2_TAL_150to500_20230618_PM_01_20xcamera,LSM900_20230618,TREC_STOP_12_Tallinn
https://s3.embl.de/live-confocal-trec-super-plankton/TREC_STOP_12_Tallinn/LSM900_20230618/PK2_TAL_20to100_20230618_AM_01_20xcamera_0.ome.zarr/PK2_TAL_20to100_20230618_AM_01_20xcamera.zarr,0,PK2_TAL_20to100_20230618_AM_01_20xcamera,LSM900_20230618,TREC_STOP_12_Tallinn
https://s3.embl.de/live-confocal-trec-super-plankton/TREC_STOP_12_Tallinn/LSM900_20230618/PK2_TAL_20to200_20230618_PM_01_20xcamera_0.ome.zarr/PK2_TAL_20to200_20230618_PM_01_20xcamera.zarr,0,PK2_TAL_20to200_20230618_PM_01_20xcamera,LSM900_20230618,TREC_STOP_12_Tallinn
https://s3.embl.de/live-confocal-trec-super-plankton/TREC_STOP_12_Tallinn/LSM900_20230618/PK2_TAL_5to20_20230618_AM_01_20xcamera_0.ome.zarr/PK2_TAL_5to20_20230618_AM_01_20xcamera.zarr,0,PK2_TAL_5to20_20230618_AM_01_20xcamera,LSM900_20230618,TREC_STOP_12_Tallinn
https://s3.embl.de/live-confocal-trec-super-plankton/TREC_STOP_12_Tallinn/LSM900_20230618/PK2_TAL_5to20_20230618_PM_01_20xcamera_0.ome.zarr/PK2_TAL_5to20_20230618_PM_01_20xcamera.zarr,0,PK2_TAL_5to20_20230618_PM_01_20xcamera,LSM900_20230618,TREC_STOP_12_Tallinn
https://s3.embl.de/live-confocal-trec-super-plankton/TREC_STOP_12_Tallinn/LSM900_20230618/PK2_TAL_5to40_20230618_AM_01_20xcamera_0.ome.zarr/PK2_TAL_5to40_20230618_AM_01_20xcamera.zarr,0,PK2_TAL_5to40_20230618_AM_01_20xcamera,LSM900_20230618,TREC_STOP_12_Tallinn
https://s3.embl.de/live-confocal-trec-super-plankton/TREC_STOP_12_Tallinn/LSM900_20230618/PK2_TAL_5to40_20230618_PM_01_0.ome.zarr/PK2_TAL_5to40_20230618_PM_01.zarr,0,PK2_TAL_5to40_20230618_PM_01,LSM900_20230618,TREC_STOP_12_Tallinn
https://s3.embl.de/live-confocal-trec-super-plankton/TREC_STOP_12_Tallinn/LSM900_20230618/PK2_TAL_5to40_20230618_PM_01_20xcamera_0.ome.zarr/PK2_TAL_5to40_20230618_PM_01_20xcamera.zarr,0,PK2_TAL_5to40_20230618_PM_01_20xcamera,LSM900_20230618,TREC_STOP_12_Tallinn
https://s3.embl.de/live-confocal-trec-super-plankton/TREC_STOP_12_Tallinn/LSM900_20230619/PK2_TAL_10to100_20230619_PM_01_0.ome.zarr/PK2_TAL_10to100_20230619_PM_01.zarr,0,PK2_TAL_10to100_20230619_PM_01,LSM900_20230619,TREC_STOP_12_Tallinn
https://s3.embl.de/live-confocal-trec-super-plankton/TREC_STOP_12_Tallinn/LSM900_20230619/PK2_TAL_10to200_20230619_PM_01_0.ome.zarr/PK2_TAL_10to200_20230619_PM_01.zarr,0,PK2_TAL_10to200_20230619_PM_01,LSM900_20230619,TREC_STOP_12_Tallinn
https://s3.embl.de/live-confocal-trec-super-plankton/TREC_STOP_12_Tallinn/LSM900_20230619/PK2_TAL_10to20_20230619_AM_01_0.ome.zarr/PK2_TAL_10to20_20230619_AM_01.zarr,0,PK2_TAL_10to20_20230619_AM_01,LSM900_20230619,TREC_STOP_12_Tallinn
https://s3.embl.de/live-confocal-trec-super-plankton/TREC_STOP_12_Tallinn/LSM900_20230619/PK2_TAL_10to40_20230619_AM_01_0.ome.zarr/PK2_TAL_10to40_20230619_AM_01.zarr,0,PK2_TAL_10to40_20230619_AM_01,LSM900_20230619,TREC_STOP_12_Tallinn
